candidate_id,status,fpde_mode,method_variant,normalize,lambda_hyb,lambda_grid_mode,anchor_strategy,selection_objective,validation_metric_source,score,mean_combined_score,mean_deletion_drop_auc,mean_insertion_auc,mean_deletion_auc,mean_p0,mean_evidence,mean_exactness_abs_residual,n_eval_samples,n_success,n_error,task_id,dataset_name,selected_lambda
0,ok,hyb_grid,hyb_fpde_grid_validation,l1,0.0,grid_candidate_lambda_hyb,mean,deletion_insertion_validation,heldout_deletion_insertion,0.7629691979395765,0.7629691979395765,0.6103647797442289,0.9155736161349245,0.33551577734193005,0.9458805570861589,0.3910469609175283,7.033870014216958e-17,200,200,0,14952,PhishingWebsites,0.9
1,ok,hyb_grid,hyb_fpde_grid_validation,l1,0.1,grid_candidate_lambda_hyb,mean,deletion_insertion_validation,heldout_deletion_insertion,0.7629518488015864,0.7629518488015864,0.6103069443933173,0.9155967532098555,0.3355736126928414,0.9458805570861589,0.3915550248591421,7.062276111136079e-17,200,200,0,14952,PhishingWebsites,0.9
2,ok,hyb_grid,hyb_fpde_grid_validation,l1,0.2,grid_candidate_lambda_hyb,mean,deletion_insertion_validation,heldout_deletion_insertion,0.7629541871510179,0.7629541871510179,0.6103070675088323,0.9156013067932034,0.3355734895773265,0.9458805570861589,0.39206308880075613,6.647460359943125e-17,200,200,0,14952,PhishingWebsites,0.9
3,ok,hyb_grid,hyb_fpde_grid_validation,l1,0.3,grid_candidate_lambda_hyb,mean,deletion_insertion_validation,heldout_deletion_insertion,0.7629582359527229,0.7629582359527229,0.6103253757230682,0.9155910961823776,0.3355551813630906,0.9458805570861589,0.39257115274237003,7.368021123776991e-17,200,200,0,14952,PhishingWebsites,0.9
4,ok,hyb_grid,hyb_fpde_grid_validation,l1,0.4,grid_candidate_lambda_hyb,mean,deletion_insertion_validation,heldout_deletion_insertion,0.7629622528055023,0.7629622528055023,0.6103277524011493,0.9155967532098555,0.3355528046850095,0.9458805570861589,0.39307921668398393,7.026931120313051e-17,200,200,0,14952,PhishingWebsites,0.9
5,ok,hyb_grid,hyb_fpde_grid_validation,l1,0.5,grid_candidate_lambda_hyb,mean,deletion_insertion_validation,heldout_deletion_insertion,0.7657269845860801,0.7657269845860801,0.613240369021114,0.9182136001510466,0.332640188065045,0.9458805570861589,0.3935872806255979,5.855342252725215e-17,200,200,0,14952,PhishingWebsites,0.9
6,ok,hyb_grid,hyb_fpde_grid_validation,l1,0.6,grid_candidate_lambda_hyb,mean,deletion_insertion_validation,heldout_deletion_insertion,0.765737426504015,0.765737426504015,0.6132576020470757,0.9182172509609542,0.3326229550390832,0.9458805570861589,0.39409534456721185,6.464013352358578e-17,200,200,0,14952,PhishingWebsites,0.9
7,ok,hyb_grid,hyb_fpde_grid_validation,l1,0.7,grid_candidate_lambda_hyb,mean,deletion_insertion_validation,heldout_deletion_insertion,0.7657389059978776,0.7657389059978776,0.6132604312228161,0.918217380772939,0.33262012586334266,0.9458805570861589,0.39460340850882575,6.589347123497902e-17,200,200,0,14952,PhishingWebsites,0.9
8,ok,hyb_grid,hyb_fpde_grid_validation,l1,0.8,grid_candidate_lambda_hyb,mean,deletion_insertion_validation,heldout_deletion_insertion,0.7657535025355062,0.7657535025355062,0.6132897541100583,0.9182172509609542,0.33259080297610066,0.9458805570861589,0.39511147245043965,8.441598114972138e-17,200,200,0,14952,PhishingWebsites,0.9
9,ok,hyb_grid,hyb_fpde_grid_validation,l1,0.9,grid_candidate_lambda_hyb,mean,deletion_insertion_validation,heldout_deletion_insertion,0.7657599264222216,0.7657599264222216,0.6133318649886609,0.9181879878557823,0.33254869209749804,0.9458805570861589,0.39561953639205355,7.401197710255047e-17,200,200,0,14952,PhishingWebsites,0.9
10,ok,hyb_grid,hyb_fpde_grid_validation,l1,1.0,grid_candidate_lambda_hyb,mean,deletion_insertion_validation,heldout_deletion_insertion,0.7657435077376903,0.7657435077376903,0.6133357878377373,0.9181512276376433,0.3325447692484215,0.9458805570861589,0.39612760033366756,7.646444241671268e-17,200,200,0,14952,PhishingWebsites,0.9
